SD_front,SD_left,SD_right,SD_back,Class
0.877,0.500,1.535,0.531,2
5.052,0.547,1.504,0.540,0
5.065,0.609,1.502,0.535,0
5.052,0.516,1.499,0.495,1
5.077,0.503,1.481,0.509,1
0.978,0.606,1.462,0.497,0
5.077,0.603,1.503,0.498,0
5.065,0.603,1.447,0.499,0
5.052,0.596,1.466,0.499,0
5.077,0.607,1.486,0.538,0
5.052,0.510,1.509,0.530,1
5.039,0.614,1.476,0.548,0
5.052,0.600,1.484,0.544,0
0.855,0.540,1.508,0.552,2
0.883,0.543,1.498,0.562,2
0.871,0.548,1.507,0.585,2
0.836,0.567,1.556,0.559,2
0.824,0.586,1.546,0.583,2
0.816,0.592,1.536,0.592,2
0.821,0.633,1.582,0.613,2
0.804,0.799,1.567,0.617,2
0.818,1.027,1.528,0.601,2
0.835,1.026,1.584,0.599,2
0.797,0.636,1.548,0.610,2
0.835,1.018,1.560,0.584,2
0.835,0.617,1.596,0.610,2
0.823,0.621,1.538,0.600,2
0.813,1.027,1.574,0.641,2
0.826,1.008,1.533,0.596,2
0.854,0.782,1.570,0.579,2
3.215,0.616,1.549,0.604,0
3.202,0.614,1.547,0.603,0
3.216,0.630,1.548,0.601,0
3.240,0.631,1.568,0.588,0
3.201,0.625,1.531,0.614,0
3.210,0.632,1.589,0.580,0
3.216,0.645,1.593,0.625,0
3.181,0.647,1.540,0.608,0
3.170,0.661,1.565,0.606,0
3.170,0.756,1.610,0.632,0
3.143,0.756,1.599,0.633,0
3.153,0.735,1.607,0.685,0
3.149,0.720,1.616,0.701,0
3.120,0.726,1.604,0.693,0
3.102,0.711,1.613,0.697,0
3.071,0.716,1.603,0.716,0
3.039,0.701,1.632,0.772,0
3.034,0.678,1.660,0.752,0
3.041,0.683,1.669,0.796,0
3.022,0.668,1.678,0.826,0
3.005,0.659,1.707,0.805,0
2.962,0.658,1.677,0.836,0
0.873,0.650,1.687,0.854,2
0.854,0.643,1.733,0.885,2
0.835,0.628,1.723,0.902,2
0.824,0.620,1.694,0.920,2
0.824,0.620,1.702,0.937,2
2.853,0.641,1.710,0.939,0
2.838,0.631,1.736,0.941,0
2.828,0.625,1.780,0.991,0
2.808,0.623,1.747,0.974,0
2.804,0.618,1.787,0.963,0
2.834,0.626,1.767,0.962,0
2.805,0.620,1.728,1.001,0
2.841,0.641,1.766,0.965,0
2.840,0.626,1.767,0.992,0
2.800,0.618,1.749,0.967,0
2.797,0.617,1.788,0.995,0
2.805,0.629,1.790,0.987,0
2.822,0.619,1.794,1.020,0
2.811,0.619,1.802,0.992,0
2.774,0.603,1.808,1.004,0
2.785,0.594,1.792,1.017,0
2.732,0.592,1.780,1.045,0
2.743,0.585,1.825,1.048,0
2.700,0.592,1.776,1.102,0
2.721,0.570,1.822,1.094,0
2.691,0.566,1.792,1.112,0
2.660,0.570,1.819,1.154,0
2.654,0.548,1.828,1.148,0
2.622,0.541,1.856,1.180,0
2.602,0.533,1.826,1.186,0
2.608,0.546,1.892,1.206,0
2.576,0.518,1.901,1.213,0
2.543,0.524,1.891,1.270,1
2.537,0.516,1.920,1.290,1
2.517,0.501,1.872,1.271,1
2.498,0.493,1.919,1.306,1
2.467,0.484,1.909,1.336,1
2.474,0.470,1.936,1.338,1
2.432,0.484,1.907,1.355,1
2.440,0.470,1.972,1.385,1
2.413,0.457,1.979,1.374,1
2.372,0.454,1.929,1.388,1
2.396,0.445,1.974,1.415,1
2.372,0.471,1.980,1.427,1
1.858,0.453,1.948,1.425,1
1.845,0.438,1.972,1.461,1
1.820,0.467,1.996,1.470,1
1.809,0.437,2.019,1.479,1
1.814,0.417,2.005,1.474,1
1.810,0.421,2.028,1.495,1
2.295,0.433,1.975,1.476,1
2.288,0.410,1.980,1.510,1
2.306,0.422,2.040,1.504,1
2.299,0.427,1.987,1.511,1
2.270,0.421,1.991,1.505,1
2.277,0.422,1.995,1.538,1
2.270,0.414,2.037,1.557,1
2.251,0.545,2.042,1.540,0
2.269,0.466,2.065,1.547,1
2.262,0.422,2.034,1.567,1
2.242,0.407,2.019,1.575,1
2.217,0.396,2.019,1.583,1
2.208,0.399,2.023,1.565,1
2.199,0.448,2.064,1.612,1
2.214,0.461,2.067,1.609,1
2.204,0.463,2.089,1.618,1
2.155,0.493,2.035,1.616,1
2.157,0.467,2.038,1.652,1
2.133,0.422,2.078,1.637,1
2.122,0.431,2.042,1.661,1
2.149,0.461,2.083,1.646,1
2.101,0.421,2.066,1.682,1
2.090,1.427,2.106,1.706,3
2.092,1.442,2.052,1.693,3
2.105,1.426,2.092,1.718,3
2.067,1.420,2.094,1.731,3
2.054,1.440,2.076,1.731,3
2.027,1.422,2.096,1.233,3
2.038,1.425,2.115,1.746,3
2.010,1.411,2.097,1.798,3
2.020,1.417,2.059,1.308,3
1.967,1.414,2.101,1.816,3
1.989,1.427,2.061,1.818,3
1.962,1.406,2.081,1.336,3
1.934,1.402,2.063,1.321,3
1.906,1.401,2.102,1.863,3
1.891,1.401,2.065,1.891,3
1.915,1.401,2.006,1.892,3
1.876,1.408,2.041,1.920,3
1.863,1.425,2.050,1.934,3
1.851,1.424,1.988,1.947,3
1.826,1.413,1.933,1.946,3
1.732,1.451,1.926,1.958,3
1.723,1.418,1.851,1.984,3
1.784,1.414,1.889,1.997,3
1.678,1.413,1.839,2.010,3
1.638,1.421,1.864,2.010,3
1.644,0.662,1.969,2.023,0
1.472,0.642,1.771,2.023,0
1.450,0.663,1.757,2.052,0
1.421,0.673,1.740,2.086,0
1.437,0.754,1.728,2.090,0
1.451,0.764,1.754,2.112,0
1.473,0.785,1.768,2.102,0
1.437,0.784,1.730,2.140,0
1.404,0.909,1.676,2.146,0
1.356,0.941,1.697,2.173,0
1.360,0.950,1.684,2.190,3
1.356,0.964,1.651,2.182,3
1.342,2.161,1.674,2.268,3
1.340,2.160,1.660,2.247,3
1.288,2.180,1.608,2.266,3
1.312,2.206,1.579,2.231,3
1.260,2.211,1.586,2.251,3
1.247,2.225,1.612,2.264,3
1.234,2.236,1.601,2.292,3
1.260,2.254,1.594,2.344,3
1.222,2.242,1.585,2.317,3
1.223,2.262,1.576,2.363,3
1.214,2.254,1.564,2.364,3
1.202,2.277,1.498,3.336,3
1.193,2.278,1.488,3.344,3
1.182,2.289,1.537,3.396,3
1.181,2.290,1.510,3.391,3
1.143,2.298,1.464,2.433,3
1.117,2.319,1.476,3.393,3
1.113,0.826,1.450,3.430,0
1.084,0.820,1.500,3.434,0
1.085,0.804,1.456,2.424,0
1.059,0.782,1.469,2.419,0
1.047,0.785,1.464,2.428,0
1.078,0.796,1.463,2.461,0
1.027,0.803,1.458,2.458,0
1.039,0.806,1.434,2.500,0
0.998,0.796,1.409,2.543,0
1.007,0.803,1.404,2.546,0
0.973,0.807,1.437,2.512,0
0.967,0.803,1.451,2.592,0
0.947,0.814,1.424,2.611,2
0.902,0.801,1.420,2.617,2
0.895,0.812,1.416,2.633,2
0.862,0.830,1.413,2.654,2
0.880,0.823,1.429,2.699,2
0.824,0.826,1.388,2.688,2
0.825,0.838,1.426,2.704,2
0.847,0.815,1.374,2.732,2
0.825,0.828,1.414,2.707,2
0.841,0.827,1.396,2.718,2
0.817,0.820,1.377,2.694,2
0.843,0.827,1.397,2.728,2
0.854,0.812,1.397,2.688,2
0.829,0.834,1.378,2.730,2
0.842,0.833,1.436,2.697,2
0.817,0.826,1.417,3.683,2
0.830,0.827,1.380,3.669,2
0.843,0.833,1.438,3.695,2
0.819,0.822,1.438,3.694,2
0.819,0.829,1.439,3.681,2
0.819,0.828,1.439,3.705,2
0.832,0.806,1.383,3.676,2
0.832,0.805,1.399,3.662,2
0.819,0.811,1.438,3.674,2
0.847,0.824,1.438,3.661,2
0.847,0.799,1.401,3.673,2
0.845,0.819,1.421,3.686,2
0.816,0.817,1.441,3.656,2
0.841,0.798,1.443,3.696,2
0.815,0.810,1.407,3.661,2
0.827,0.816,1.390,3.709,2
0.814,0.800,1.392,3.684,2
0.817,0.796,1.433,3.683,2
0.855,0.839,1.419,3.697,2
0.853,0.812,1.441,3.658,2
0.849,0.811,1.439,3.680,2
0.836,0.796,1.441,3.653,2
0.822,0.799,1.423,3.679,2
0.845,0.802,1.406,3.682,2
0.806,0.804,1.446,3.676,2
0.831,0.890,1.411,3.657,2
0.842,0.854,1.452,3.723,2
0.845,0.851,1.473,0.811,2
0.819,0.826,1.444,0.839,2
0.806,0.811,1.453,0.832,2
0.904,0.823,1.464,0.792,2
0.854,0.881,1.472,0.805,2
0.804,0.825,1.434,0.851,2
0.830,0.822,1.497,0.783,2
0.833,0.859,1.462,0.807,2
0.836,0.802,2.041,0.801,2
0.858,0.796,1.488,0.774,2
0.903,0.775,1.494,0.785,2
0.912,0.780,1.479,0.771,2
0.909,0.791,1.520,0.770,2
0.943,0.778,1.526,0.769,0
0.952,0.768,1.467,0.781,2
1.432,0.799,1.492,0.781,0
1.436,0.772,1.561,0.768,0
1.449,0.775,1.561,0.798,0
1.449,0.757,1.520,0.806,0
1.445,0.776,1.496,0.769,0
1.418,0.768,1.516,0.796,0
1.446,0.771,1.534,0.809,0
1.430,0.757,1.532,0.799,0
1.422,0.769,1.546,0.816,0
1.430,0.760,1.500,0.803,0
1.427,0.763,1.527,0.811,0
1.405,0.750,1.483,0.812,0
1.391,0.742,2.012,0.856,0
1.358,0.760,1.984,0.872,0
1.332,0.747,1.956,0.900,0
1.352,0.734,1.434,0.893,0
1.309,0.742,1.396,0.911,0
1.290,0.741,1.982,0.917,0
1.297,0.724,1.382,0.961,0
1.241,0.724,1.364,0.953,0
1.260,0.726,1.652,0.972,0
1.240,0.739,1.631,0.991,0
1.196,0.693,1.635,1.011,0
1.176,0.697,1.862,1.068,0
1.143,0.684,1.884,1.076,0
1.161,0.682,1.224,1.083,0
0.992,0.690,1.188,1.112,0
0.976,0.658,1.848,1.146,2
0.956,0.662,1.839,1.141,2
0.939,0.670,1.832,1.185,2
0.884,0.642,1.148,1.179,2
0.881,0.629,1.110,1.223,2
0.878,0.629,1.090,1.241,2
0.865,0.649,1.787,1.231,2
0.871,0.621,1.801,1.254,2
0.874,0.600,1.803,1.228,2
0.999,0.624,1.826,1.239,0
1.000,0.620,1.808,1.225,0
1.000,0.607,1.789,1.224,0
1.000,0.621,1.789,1.225,0
0.960,0.599,1.826,1.252,0
0.983,0.619,1.844,1.242,0
0.979,0.611,1.786,1.247,0
0.984,0.602,1.780,1.278,0
0.975,0.607,1.830,1.262,2
0.926,0.597,1.787,1.261,2
0.950,0.586,1.766,1.300,2
0.898,0.597,1.757,1.314,2
0.922,0.599,1.771,1.327,2
0.885,0.574,1.792,1.326,2
0.886,0.585,1.808,1.348,2
0.863,0.575,1.801,1.373,2
0.844,0.575,1.800,1.363,2
0.882,0.578,1.765,1.350,2
0.846,0.556,1.748,1.373,2
0.847,0.570,1.806,1.350,2
0.873,0.570,1.787,1.334,2
0.860,0.555,1.750,1.360,2
0.885,0.568,1.788,1.334,2
0.874,0.560,1.789,1.363,2
0.886,0.549,0.933,1.349,2
0.862,0.563,1.776,1.374,2
0.849,0.548,1.759,1.374,2
0.863,0.555,1.779,1.362,2
0.850,0.546,0.977,1.374,2
0.851,0.562,1.639,1.363,2
0.889,0.568,1.632,1.341,2
0.888,0.568,1.789,1.367,2
0.850,0.552,1.772,5.076,2
0.887,0.564,1.792,5.064,2
0.886,0.564,1.778,1.360,2
0.874,0.544,1.786,1.343,2
0.885,0.539,1.772,1.371,2
0.860,0.536,1.828,1.350,2
0.847,0.551,1.820,1.368,2
0.846,0.536,2.558,5.064,2
0.845,0.538,2.153,5.051,2
0.870,0.543,2.508,5.076,2
0.880,0.541,2.544,5.038,2
0.868,0.523,2.530,5.064,2
0.854,0.518,2.570,5.051,2
0.867,0.519,2.553,4.803,2
0.867,0.524,2.520,4.828,2
0.882,0.518,2.547,0.629,2
0.869,0.510,2.710,0.608,2
0.850,0.554,3.026,0.590,2
0.849,0.632,3.042,0.613,2
0.860,0.556,2.990,0.645,2
0.833,0.521,3.008,0.633,2
0.870,0.513,2.972,0.587,2
0.869,0.520,2.975,0.580,2
0.830,0.888,2.978,0.626,2
0.859,0.867,2.981,0.584,2
0.845,0.849,1.394,0.562,2
0.883,0.664,1.409,0.556,2
0.859,0.651,1.407,0.526,2
0.857,0.652,1.407,0.561,2
0.869,0.649,4.938,0.526,2
0.872,0.658,1.456,0.510,2
0.850,0.543,1.427,0.511,2
0.878,0.530,1.411,0.512,2
0.867,0.552,1.428,0.513,2
0.997,0.547,1.410,0.532,0
0.983,0.797,1.411,0.527,0
1.815,0.794,1.391,0.488,0
1.803,0.799,1.434,0.500,0
1.776,0.808,1.397,0.501,0
1.800,0.808,1.435,0.516,0
1.812,0.815,1.397,0.504,0
1.772,0.814,1.455,0.518,0
1.770,0.803,1.418,0.532,0
1.803,0.801,1.458,0.524,0
1.771,0.784,1.442,0.531,0
1.761,0.780,1.426,0.515,0
1.773,0.777,1.412,0.539,0
1.721,0.778,1.436,0.578,0
1.017,0.766,1.441,0.592,0
1.003,0.760,1.447,0.583,0
0.985,0.773,1.435,0.613,0
0.951,0.767,1.442,0.617,2
0.955,0.738,1.506,0.621,2
0.943,0.731,1.494,0.665,2
1.597,0.731,1.484,0.695,0
0.910,0.731,1.490,0.712,2
0.897,0.731,1.515,0.690,2
0.941,0.725,1.502,0.705,0
0.858,0.702,1.527,0.732,2
1.548,0.717,1.509,0.744,0
1.542,0.713,1.553,0.776,0
1.553,0.713,1.536,0.738,0
1.553,0.694,1.537,0.751,0
1.513,0.711,1.496,0.766,0
1.537,0.697,1.537,0.742,0
1.535,0.689,1.520,0.744,0
1.545,0.695,1.501,0.759,0
0.903,0.711,1.538,0.786,2
1.517,0.708,1.500,0.749,0
0.900,0.694,1.561,0.764,2
1.515,0.699,1.542,0.752,0
1.527,0.712,1.542,0.790,0
1.512,0.690,1.505,0.780,0
1.535,0.685,1.525,0.793,0
1.509,0.698,1.507,0.794,0
1.507,0.698,1.545,0.796,0
1.505,0.704,1.527,0.798,0
1.491,0.700,1.565,0.775,0
1.501,0.686,1.506,0.764,0
0.939,0.702,1.566,0.805,2
0.975,0.698,1.520,0.807,2
0.959,0.686,1.512,0.800,2
1.509,0.694,1.571,0.819,0
1.490,0.691,1.536,0.813,0
1.467,0.664,1.580,0.794,0
1.473,0.661,1.586,0.826,0
1.477,0.665,1.541,0.845,0
1.456,0.669,1.551,0.816,0
1.444,0.651,1.557,0.865,0
1.418,0.647,1.545,0.853,0
1.391,0.664,1.581,0.868,0
1.375,0.639,1.615,0.870,0
1.387,0.634,1.601,0.901,0
1.344,0.630,1.644,0.906,0
1.365,0.632,1.632,0.937,0
1.322,0.635,1.634,0.981,0
1.291,0.624,1.661,0.988,0
1.286,0.627,1.648,0.995,0
1.254,0.623,1.673,1.014,0
1.236,0.618,1.694,1.047,0
1.247,0.606,1.684,1.079,0
1.203,0.609,1.667,1.074,0
1.198,0.612,1.676,1.106,0
1.167,0.586,1.697,1.113,0
1.176,0.589,1.704,1.120,0
1.174,0.585,1.710,1.165,0
1.157,0.581,1.739,1.185,0
1.143,0.577,3.206,1.178,0
1.113,0.570,1.736,1.211,0
1.095,0.580,1.769,1.231,0
1.061,0.563,1.830,1.238,0
1.040,0.567,1.761,1.258,0
1.036,0.564,1.804,1.290,0
1.006,0.555,1.786,1.322,0
0.974,0.552,1.796,1.328,0
0.971,0.550,1.747,1.361,0
0.964,0.554,1.771,1.380,2
0.947,0.552,1.779,1.401,2
0.942,0.535,1.826,1.433,2
0.900,0.547,1.828,1.415,2
0.910,0.551,1.834,1.473,2
0.895,0.527,3.232,1.453,2
0.871,0.525,1.830,1.481,2
0.855,0.522,3.235,1.511,2
0.843,0.542,1.846,1.243,2
0.858,0.542,1.843,1.247,2
0.858,0.521,1.805,1.275,2
0.883,0.521,1.824,1.279,2
0.870,0.541,1.806,1.496,2
0.857,0.534,1.863,1.508,2
0.885,0.533,1.807,1.470,2
0.874,0.540,1.839,1.499,2
0.870,0.532,2.069,1.473,2
0.873,0.517,2.040,1.483,2
0.891,0.536,2.081,1.266,2
1.151,0.520,2.037,1.237,1
1.122,0.517,3.288,1.218,1
1.134,0.530,3.308,1.248,1
0.872,0.507,3.253,1.219,2
1.538,0.526,1.867,1.243,1
1.511,0.520,1.829,1.244,1
1.111,0.506,1.886,1.233,1
1.536,0.520,2.057,1.246,1
1.523,0.513,1.830,1.221,1
1.548,0.506,1.868,1.234,1
1.510,0.513,1.849,1.208,1
1.547,0.506,1.887,1.208,1
1.522,0.519,1.884,1.208,1
1.522,0.505,1.849,1.222,1
1.545,0.513,1.834,1.236,1
1.518,0.527,1.850,1.229,1
1.527,0.527,1.871,1.220,1
1.523,0.513,1.869,1.220,1
1.491,0.514,1.833,1.252,1
1.484,0.508,1.870,1.181,1
1.514,0.515,1.891,1.203,1
1.464,0.510,1.893,0.625,1
1.456,0.511,1.895,0.651,1
1.451,0.534,1.840,0.657,1
1.481,0.521,1.864,0.616,1
1.458,0.523,1.905,0.622,0
1.450,0.517,2.027,1.082,0
1.429,0.532,1.918,1.132,0
1.421,0.520,1.939,1.170,0
1.440,0.529,1.944,1.171,0
1.392,0.525,1.961,1.170,0
1.419,0.543,1.906,1.188,0
1.369,0.554,1.782,1.408,0
1.357,0.559,1.734,1.386,0
1.357,0.557,1.791,1.195,0
1.332,0.549,1.770,0.975,0
1.345,0.554,1.826,0.991,0
1.332,0.560,1.810,1.035,0
1.291,0.566,1.885,1.030,0
1.285,0.593,1.846,1.079,0
1.269,0.599,1.959,1.088,0
1.238,0.605,1.997,1.119,0
1.231,0.597,2.096,1.588,0
1.199,0.596,3.173,1.608,0
1.218,0.603,3.186,1.602,0
1.199,0.609,3.219,1.647,0
1.166,0.636,3.214,1.626,0
1.124,0.642,3.170,1.687,0
1.142,0.648,3.165,1.692,0
1.110,0.640,3.140,1.712,0
1.103,0.639,3.154,1.735,0
1.060,0.659,3.187,1.753,0
1.066,0.671,3.143,1.746,0
1.036,0.652,3.157,1.765,0
0.991,0.651,3.152,1.784,0
0.999,0.661,3.146,1.842,0
0.918,0.664,3.103,1.849,2
0.909,0.660,3.154,1.336,2
0.887,0.678,3.130,1.875,2
0.868,0.669,3.143,1.908,2
0.833,0.673,3.119,1.665,2
0.815,0.681,3.115,1.933,2
0.801,0.701,3.092,1.350,2
0.833,0.678,3.093,1.776,2
0.834,0.679,3.113,0.823,2
0.812,0.692,3.077,0.809,2
0.838,0.670,3.131,1.749,2
0.838,0.684,3.093,1.675,2
0.837,0.669,3.094,1.740,2
0.815,0.669,3.094,1.701,2
0.828,0.668,3.133,1.675,2
0.844,0.675,2.433,0.803,2
0.822,0.667,2.418,0.814,2
1.500,0.666,2.434,0.787,0
1.500,0.680,2.323,0.802,0
1.514,0.678,2.324,0.780,0
1.101,0.671,2.227,0.777,0
1.112,0.678,2.224,0.800,0
1.086,0.665,2.225,0.816,0
1.097,0.680,2.209,0.820,0
1.070,0.682,2.346,1.973,0
1.088,0.685,2.369,1.706,0
1.070,0.683,2.329,1.063,0
1.051,0.702,2.337,0.788,0
1.079,0.694,2.363,1.077,0
1.037,0.694,3.111,1.091,0
1.066,0.705,2.369,2.067,0
1.058,0.727,3.077,2.082,0
0.703,0.729,3.085,2.075,2
0.706,0.737,3.039,1.130,2
0.684,0.745,3.012,1.597,2
0.641,0.751,3.061,2.158,2
0.625,0.766,3.034,2.155,2
0.608,0.777,3.027,2.157,2
0.610,0.757,3.039,1.654,2
0.625,0.781,2.980,1.629,2
0.609,0.765,3.038,1.620,2
0.584,0.763,3.003,1.154,2
0.626,0.762,3.004,5.064,2
0.602,0.769,3.024,1.160,2
0.615,0.769,2.985,1.148,2
0.601,0.766,2.986,1.142,2
0.630,0.761,3.006,5.038,2
1.063,0.767,3.007,1.495,0
1.089,0.759,3.045,5.076,0
1.067,0.759,3.046,5.076,0
1.066,0.751,3.008,1.755,0
1.088,0.752,2.989,1.755,0
1.054,0.752,3.044,1.755,0
1.086,0.760,2.986,1.769,0
1.082,0.775,3.002,1.770,0
1.054,0.763,2.979,1.783,0
1.067,0.777,2.993,5.064,0
1.053,0.756,2.967,5.038,0
1.016,0.779,3.016,1.465,0
1.028,0.766,2.970,1.461,0
1.020,0.762,2.942,1.467,0
1.025,0.782,2.932,0.896,0
1.013,0.772,2.960,0.918,0
0.938,0.769,2.969,0.934,2
0.919,0.755,2.940,0.970,2
0.899,0.768,2.948,5.038,2
0.908,0.773,2.881,0.968,2
0.852,0.768,2.872,5.051,2
0.864,0.787,2.862,1.205,2
0.852,0.773,2.892,0.967,2
0.829,0.876,2.867,0.971,2
0.826,0.874,2.867,0.970,2
0.827,0.891,2.907,0.951,2
0.853,0.877,2.867,0.962,2
0.828,0.890,2.852,0.961,2
0.828,0.876,2.849,0.936,2
0.853,0.789,2.888,0.960,2
0.828,0.791,2.869,0.950,2
0.840,0.769,2.908,0.923,2
0.814,0.780,2.219,5.076,2
0.852,0.772,2.200,5.038,2
0.852,0.764,2.201,4.364,2
0.826,0.781,2.256,4.334,2
0.826,0.779,2.238,4.364,2
0.826,0.770,2.204,0.963,2
0.838,0.751,2.900,0.922,2
0.853,0.773,2.210,0.937,2
0.815,0.764,2.891,0.923,2
0.851,0.773,2.703,0.916,2
0.851,0.413,2.696,0.914,2
0.814,0.390,2.219,0.923,2
0.840,0.380,2.274,0.921,2
0.840,0.396,2.257,0.923,2
0.843,0.383,2.768,0.893,2
0.858,0.388,2.933,0.901,2
0.823,0.769,2.702,0.911,2
0.881,0.752,2.756,0.881,2
1.891,0.798,2.719,0.892,0
1.885,0.376,2.739,0.890,1
1.894,0.383,2.737,0.876,1
1.871,0.374,2.275,0.863,1
1.858,0.360,2.252,0.901,1
1.895,0.361,2.274,0.864,1
1.870,0.368,2.239,0.902,1
1.883,0.382,2.236,0.890,1
1.870,0.382,2.236,0.903,1
1.857,0.361,2.293,0.878,1
1.856,0.361,2.293,0.865,1
1.856,0.375,2.236,0.903,1
1.870,0.368,2.274,0.878,1
1.894,0.374,2.274,0.865,1
1.868,0.374,2.274,0.892,1
1.865,0.381,2.273,0.868,1
1.848,0.375,2.253,0.899,1
1.002,0.368,2.233,0.903,1
0.993,0.379,2.249,0.897,1
0.967,0.376,2.718,0.930,1
0.998,0.774,2.775,0.916,0
0.979,0.774,2.744,0.909,0
0.945,0.768,2.268,0.918,0
0.944,0.754,2.262,0.907,0
2.828,0.757,2.219,0.910,0
2.804,0.375,2.250,0.944,1
2.765,0.375,2.226,0.964,1
2.763,0.381,2.243,0.962,1
2.735,0.408,2.218,0.985,1
2.719,0.414,2.764,0.971,1
2.704,0.725,2.807,0.969,0
2.729,0.707,2.790,1.017,0
2.677,0.710,2.202,1.024,0
2.665,0.707,2.201,1.009,0
2.655,0.710,2.234,1.018,0
2.668,0.699,2.825,1.045,0
2.668,0.498,2.830,0.969,1
2.640,0.691,2.204,0.983,0
2.632,0.700,2.839,1.023,0
2.593,0.675,2.163,1.010,0
2.559,0.586,2.849,1.051,0
1.570,0.688,2.123,1.066,0
1.515,0.574,2.861,1.083,0
1.520,0.591,2.177,1.061,0
1.498,0.654,2.166,1.105,0
2.504,0.657,2.099,1.096,0
1.480,0.646,2.111,1.144,0
1.999,0.641,2.847,1.149,0
1.441,0.658,2.120,1.179,0
1.410,0.654,2.894,0.648,0
1.389,0.650,2.915,0.646,0
1.371,0.631,2.878,0.670,0
1.326,0.641,2.870,0.682,0
1.337,0.622,2.910,0.722,0
1.305,0.617,2.199,0.715,0
1.300,0.620,2.916,0.746,0
1.268,0.622,2.929,0.731,0
1.249,0.617,2.892,0.772,0
1.247,0.606,2.912,0.760,0
1.200,0.584,2.948,0.812,0
1.221,0.581,2.879,0.815,0
1.203,0.578,2.264,0.829,0
1.185,0.580,2.270,0.855,0
1.155,0.576,2.253,0.858,0
1.127,0.579,2.872,0.884,0
1.093,0.567,2.842,0.899,0
1.079,0.556,2.827,0.875,0
0.644,0.551,2.838,0.889,2
0.652,0.561,1.987,0.929,2
0.656,0.549,1.982,0.918,2
0.642,0.558,1.943,0.958,2
0.625,0.553,1.942,0.959,2
0.608,0.542,2.001,0.973,2
1.937,0.537,2.043,0.967,0
1.949,0.521,1.987,1.004,0
1.952,0.528,2.003,0.963,0
1.939,0.535,1.966,0.989,0
1.963,0.528,1.987,0.977,0
1.947,0.534,2.005,0.968,0
1.928,0.540,2.040,0.986,0
1.931,0.518,2.039,1.018,0
1.933,0.522,2.022,1.001,0
1.907,0.513,2.772,0.999,1
1.892,0.531,1.985,1.010,1
1.902,0.521,1.993,1.048,1
1.886,0.511,1.992,1.073,1
1.858,0.522,1.969,1.060,1
0.895,0.505,1.968,1.059,2
0.855,0.516,1.971,1.096,2
0.840,0.513,1.951,1.080,2
0.843,0.497,1.905,1.090,2
0.820,0.509,1.840,1.139,2
0.794,0.499,1.861,1.809,2
0.799,0.504,1.814,1.135,2
0.811,0.486,1.810,1.121,2
0.786,0.488,1.870,1.164,2
0.814,0.488,1.815,1.156,2
0.788,0.502,1.874,1.152,2
0.814,0.480,1.856,1.123,2
0.829,0.487,1.818,1.136,2
0.830,0.494,1.822,1.122,2
0.808,0.486,1.820,1.134,2
1.571,0.486,1.879,1.120,1
1.530,0.485,1.884,1.132,1
1.553,0.491,1.829,1.143,1
1.568,0.483,1.872,1.129,1
1.570,0.483,1.894,1.117,1
1.566,0.490,1.874,1.105,1
1.544,0.490,1.835,1.115,1
1.787,0.483,1.889,1.128,1
1.547,0.476,1.874,1.131,1
1.569,0.497,1.851,1.118,1
1.544,0.483,1.855,1.131,1
1.557,0.476,1.835,1.102,1
1.544,0.490,1.854,1.131,1
1.560,0.497,1.892,1.105,1
1.786,0.490,1.854,1.102,1
1.786,0.497,1.835,1.141,1
1.533,0.476,1.857,1.102,1
1.747,0.483,2.054,1.119,1
1.759,0.497,2.075,1.129,1
1.784,0.490,1.838,1.116,1
1.759,0.490,2.122,1.129,1
1.746,0.490,2.086,1.104,1
1.782,0.497,2.093,1.118,1
1.741,0.496,1.891,1.107,1
1.736,0.474,1.868,1.111,1
1.755,0.487,1.860,1.129,1
1.722,0.486,1.873,1.135,1
1.739,0.479,1.847,1.155,1
1.704,0.485,1.820,1.150,1
1.720,0.471,1.792,1.184,1
1.697,0.477,1.867,1.167,1
1.701,0.483,2.027,1.188,1
1.691,0.476,2.033,1.171,1
1.693,0.476,1.991,1.218,1
1.658,0.477,1.978,1.227,1
1.673,0.484,1.973,1.211,1
1.663,0.485,1.746,1.208,1
1.652,0.479,1.752,1.244,1
1.630,0.472,1.720,1.230,1
1.621,0.487,1.772,1.252,1
1.624,0.481,1.710,1.248,1
1.576,0.474,1.943,1.257,1
1.368,0.489,1.941,1.281,1
1.369,0.484,1.938,1.303,1
1.364,0.499,1.898,1.299,1
1.381,0.500,1.892,1.296,1
1.361,0.495,1.928,1.305,1
1.342,0.503,1.925,1.341,1
1.359,0.505,1.941,1.351,1
1.325,0.493,1.881,1.335,1
1.499,0.488,1.917,1.383,1
1.474,0.497,1.876,1.356,1
1.501,0.499,1.888,1.405,1
1.452,0.501,1.885,1.390,1
1.483,0.517,1.866,1.424,1
1.436,0.505,1.880,1.408,1
1.439,0.513,1.915,1.443,1
1.452,0.508,1.913,0.897,1
1.418,0.510,1.910,0.927,1
1.421,0.526,1.888,0.935,1
1.411,0.528,1.904,0.642,1
1.413,0.530,1.883,0.912,1
1.391,0.511,1.842,0.657,1
1.381,0.528,1.857,0.957,1
1.371,0.530,1.835,0.953,0
1.361,0.540,1.889,0.975,0
1.364,0.535,1.886,0.974,0
1.355,0.538,1.883,0.996,0
1.332,0.527,1.822,1.010,0
1.307,0.538,1.875,0.996,0
1.318,0.543,1.812,0.621,0
